Month,EFPG_name,Unit_value_mean_wtd,Unit_value_se_wtd,Unit_value_mean_unwtd,Price_index_GEKS
8,Flavored milk and other sweetened milk-based beverages,0.29,0.0004,0.279,0.988861208
9,Flavored milk and other sweetened milk-based beverages,0.292,0.0004,0.282,0.986794893
10,Flavored milk and other sweetened milk-based beverages,0.293,0.0004,0.283,0.989962413
11,Flavored milk and other sweetened milk-based beverages,0.294,0.0004,0.283,0.992431653
12,Flavored milk and other sweetened milk-based beverages,0.289,0.0005,0.278,0.988069473
1,Flavored milk and other sweetened milk-based beverages,0.287,0.0012,0.279,1.009856347
2,Flavored milk and other sweetened milk-based beverages,0.291,0.0008,0.28,1.010290049
3,Flavored milk and other sweetened milk-based beverages,0.291,0.0006,0.282,1.017968083
4,Flavored milk and other sweetened milk-based beverages,0.288,0.0007,0.276,1.013933814
5,Flavored milk and other sweetened milk-based beverages,0.288,0.0007,0.277,1.014336505
6,Flavored milk and other sweetened milk-based beverages,0.288,0.0006,0.279,1.015951891
7,Flavored milk and other sweetened milk-based beverages,0.289,0.0006,0.278,1.021190142
8,Flavored milk and other sweetened milk-based beverages,0.291,0.0007,0.28,1.02285346
9,Flavored milk and other sweetened milk-based beverages,0.293,0.0007,0.283,1.022815139
10,Flavored milk and other sweetened milk-based beverages,0.295,0.0007,0.286,1.027015525
11,Flavored milk and other sweetened milk-based beverages,0.296,0.0008,0.284,1.025786995
12,Flavored milk and other sweetened milk-based beverages,0.295,0.0011,0.281,1.024554207
1,Flavored milk and other sweetened milk-based beverages,0.276,0.0052,0.257,0.975660146
2,Flavored milk and other sweetened milk-based beverages,0.276,0.0057,0.256,0.96872269
3,Flavored milk and other sweetened milk-based beverages,0.274,0.0055,0.255,0.964922645
4,Flavored milk and other sweetened milk-based beverages,0.275,0.0056,0.256,0.971078856
5,Flavored milk and other sweetened milk-based beverages,0.275,0.0057,0.255,0.9720745
6,Flavored milk and other sweetened milk-based beverages,0.275,0.0054,0.255,0.981133019
7,Flavored milk and other sweetened milk-based beverages,0.277,0.0054,0.256,0.984830645
8,Flavored milk and other sweetened milk-based beverages,0.28,0.0047,0.262,0.982352541
9,Flavored milk and other sweetened milk-based beverages,0.281,0.0047,0.262,0.976697032
10,Flavored milk and other sweetened milk-based beverages,0.283,0.004,0.267,0.979180757
11,Flavored milk and other sweetened milk-based beverages,0.284,0.0045,0.268,0.986894252
12,Flavored milk and other sweetened milk-based beverages,0.276,0.0053,0.257,0.976554061
1,Flavored milk and other sweetened milk-based beverages,0.29,0.0016,0.28,1.021523875
2,Flavored milk and other sweetened milk-based beverages,0.291,0.0018,0.281,1.034484831
3,Flavored milk and other sweetened milk-based beverages,0.293,0.0019,0.282,1.03868352
4,Flavored milk and other sweetened milk-based beverages,0.293,0.0016,0.283,1.043222782
5,Flavored milk and other sweetened milk-based beverages,0.293,0.0016,0.283,1.030449789
6,Flavored milk and other sweetened milk-based beverages,0.292,0.0016,0.283,1.034245233
7,Flavored milk and other sweetened milk-based beverages,0.29,0.0016,0.279,1.034318253
8,Flavored milk and other sweetened milk-based beverages,0.293,0.0016,0.282,1.033781145
9,Flavored milk and other sweetened milk-based beverages,0.299,0.0018,0.288,1.036846308
10,Flavored milk and other sweetened milk-based beverages,0.299,0.0019,0.288,1.043722308
11,Flavored milk and other sweetened milk-based beverages,0.298,0.0023,0.285,1.041264992
12,Flavored milk and other sweetened milk-based beverages,0.296,0.0021,0.283,1.040157834
1,Flavored milk and other sweetened milk-based beverages,0.279,0.0141,0.287,1.008837266
2,Flavored milk and other sweetened milk-based beverages,0.28,0.0132,0.291,1.018154495
3,Flavored milk and other sweetened milk-based beverages,0.278,0.0136,0.288,1.016371752
4,Flavored milk and other sweetened milk-based beverages,0.279,0.0132,0.286,1.01634791
5,Flavored milk and other sweetened milk-based beverages,0.273,0.0124,0.285,1.004636815
6,Flavored milk and other sweetened milk-based beverages,0.27,0.0132,0.28,1.00418038
7,Flavored milk and other sweetened milk-based beverages,0.272,0.0138,0.282,1.004019793
8,Flavored milk and other sweetened milk-based beverages,0.275,0.0148,0.283,1.004927716
9,Flavored milk and other sweetened milk-based beverages,0.28,0.0157,0.286,1.006193863
10,Flavored milk and other sweetened milk-based beverages,0.279,0.0153,0.287,1.014003059
11,Flavored milk and other sweetened milk-based beverages,0.282,0.015,0.291,1.011172455
12,Flavored milk and other sweetened milk-based beverages,0.281,0.0158,0.288,1.011486085
1,Flavored milk and other sweetened milk-based beverages,0.288,0.0016,0.281,0.964650956
2,Flavored milk and other sweetened milk-based beverages,0.287,0.0018,0.279,0.961613678
3,Flavored milk and other sweetened milk-based beverages,0.286,0.0016,0.279,0.961091106
4,Flavored milk and other sweetened milk-based beverages,0.284,0.0017,0.276,0.960115058
5,Flavored milk and other sweetened milk-based beverages,0.283,0.0016,0.276,0.960580718
6,Flavored milk and other sweetened milk-based beverages,0.283,0.0016,0.275,0.967794584
7,Flavored milk and other sweetened milk-based beverages,0.283,0.0015,0.275,0.967343542
8,Flavored milk and other sweetened milk-based beverages,0.285,0.0015,0.277,0.962757356
9,Flavored milk and other sweetened milk-based beverages,0.29,0.0016,0.281,0.966245148
10,Flavored milk and other sweetened milk-based beverages,0.292,0.0014,0.284,0.973925061
11,Flavored milk and other sweetened milk-based beverages,0.292,0.0014,0.284,0.977049431
12,Flavored milk and other sweetened milk-based beverages,0.285,0.0016,0.276,0.968501349
1,Flavored milk and other sweetened milk-based beverages,0.256,0.0197,0.225,0.980904814
2,Flavored milk and other sweetened milk-based beverages,0.249,0.0108,0.22,0.964845969
3,Flavored milk and other sweetened milk-based beverages,0.25,0.011,0.222,0.972158528
4,Flavored milk and other sweetened milk-based beverages,0.25,0.007,0.222,0.966790239
5,Flavored milk and other sweetened milk-based beverages,0.249,0.0076,0.221,0.954588799
6,Flavored milk and other sweetened milk-based beverages,0.25,0.0058,0.222,0.966768658
7,Flavored milk and other sweetened milk-based beverages,0.245,0.0036,0.224,0.970489833
8,Flavored milk and other sweetened milk-based beverages,0.247,0.0031,0.225,0.97023615
9,Flavored milk and other sweetened milk-based beverages,0.249,0.003,0.225,0.955542898
10,Flavored milk and other sweetened milk-based beverages,0.251,0.0029,0.227,0.965559135
11,Flavored milk and other sweetened milk-based beverages,0.251,0.0048,0.226,0.966218343
12,Flavored milk and other sweetened milk-based beverages,0.242,0.0037,0.217,0.958637795
1,Flavored milk and other sweetened milk-based beverages,0.297,0.0026,0.281,0.978424281
2,Flavored milk and other sweetened milk-based beverages,0.295,0.0028,0.276,0.965421486
3,Flavored milk and other sweetened milk-based beverages,0.298,0.0027,0.278,0.976263464
4,Flavored milk and other sweetened milk-based beverages,0.294,0.0031,0.273,0.971323047
5,Flavored milk and other sweetened milk-based beverages,0.295,0.0031,0.274,0.970089074
6,Flavored milk and other sweetened milk-based beverages,0.297,0.0032,0.275,0.97908905
7,Flavored milk and other sweetened milk-based beverages,0.296,0.003,0.274,0.976342184
8,Flavored milk and other sweetened milk-based beverages,0.296,0.0028,0.276,0.964309453
9,Flavored milk and other sweetened milk-based beverages,0.298,0.0031,0.277,0.965774821
10,Flavored milk and other sweetened milk-based beverages,0.3,0.0025,0.281,0.978650926
11,Flavored milk and other sweetened milk-based beverages,0.3,0.0024,0.281,0.982183332
12,Flavored milk and other sweetened milk-based beverages,0.291,0.0029,0.271,0.970780596
1,Flavored milk and other sweetened milk-based beverages,0.304,0.0039,0.298,1.030570467
2,Flavored milk and other sweetened milk-based beverages,0.306,0.0015,0.297,1.016995719
3,Flavored milk and other sweetened milk-based beverages,0.31,0.0013,0.302,1.04515938
4,Flavored milk and other sweetened milk-based beverages,0.304,0.0015,0.296,1.022235423
5,Flavored milk and other sweetened milk-based beverages,0.308,0.0013,0.301,1.03557388
6,Flavored milk and other sweetened milk-based beverages,0.308,0.0013,0.302,1.040987401
7,Flavored milk and other sweetened milk-based beverages,0.307,0.0012,0.3,1.038906965
8,Flavored milk and other sweetened milk-based beverages,0.31,0.0021,0.3,1.043062027
9,Flavored milk and other sweetened milk-based beverages,0.31,0.0033,0.298,1.034469721
10,Flavored milk and other sweetened milk-based beverages,0.313,0.0025,0.305,1.044353699
11,Flavored milk and other sweetened milk-based beverages,0.316,0.0041,0.306,1.052209134
12,Flavored milk and other sweetened milk-based beverages,0.315,0.0022,0.302,1.050645496
1,Flavored milk and other sweetened milk-based beverages,0.293,0.001,0.294,1.011753961
2,Flavored milk and other sweetened milk-based beverages,0.296,0.001,0.297,1.016885194
3,Flavored milk and other sweetened milk-based beverages,0.293,0.0012,0.289,1.000111079
4,Flavored milk and other sweetened milk-based beverages,0.296,0.0006,0.293,1.004950375
5,Flavored milk and other sweetened milk-based beverages,0.296,0.0007,0.294,1.009622324
6,Flavored milk and other sweetened milk-based beverages,0.297,0.0011,0.297,1.017892837
7,Flavored milk and other sweetened milk-based beverages,0.297,0.001,0.296,1.023763065
8,Flavored milk and other sweetened milk-based beverages,0.296,0.0009,0.295,1.016837943
9,Flavored milk and other sweetened milk-based beverages,0.3,0.0009,0.297,1.016503807
10,Flavored milk and other sweetened milk-based beverages,0.297,0.0009,0.294,1.016961837
11,Flavored milk and other sweetened milk-based beverages,0.297,0.001,0.293,1.029424877
12,Flavored milk and other sweetened milk-based beverages,0.295,0.0009,0.293,1.021157391
1,Flavored milk and other sweetened milk-based beverages,0.314,0.0022,0.306,1.07542391
2,Flavored milk and other sweetened milk-based beverages,0.312,0.0023,0.303,1.080065843
3,Flavored milk and other sweetened milk-based beverages,0.316,0.0023,0.305,1.083320123
4,Flavored milk and other sweetened milk-based beverages,0.316,0.0023,0.306,1.087377942
5,Flavored milk and other sweetened milk-based beverages,0.311,0.0019,0.305,1.082021459
6,Flavored milk and other sweetened milk-based beverages,0.315,0.0022,0.307,1.085077389
7,Flavored milk and other sweetened milk-based beverages,0.313,0.0024,0.303,1.096328137
8,Flavored milk and other sweetened milk-based beverages,0.31,0.0021,0.305,1.084890211
9,Flavored milk and other sweetened milk-based beverages,0.316,0.0021,0.314,1.098343685
10,Flavored milk and other sweetened milk-based beverages,0.32,0.0021,0.312,1.087900329
11,Flavored milk and other sweetened milk-based beverages,0.327,0.0025,0.314,1.096724108
12,Flavored milk and other sweetened milk-based beverages,0.329,0.0029,0.317,1.094018266
1,Flavored milk and other sweetened milk-based beverages,0.276,0.0007,0.282,1.01114965
2,Flavored milk and other sweetened milk-based beverages,0.274,0.0007,0.28,1.009060132
3,Flavored milk and other sweetened milk-based beverages,0.277,0.0008,0.282,1.011533465
4,Flavored milk and other sweetened milk-based beverages,0.279,0.0008,0.284,1.022898927
5,Flavored milk and other sweetened milk-based beverages,0.28,0.0008,0.284,1.021638151
6,Flavored milk and other sweetened milk-based beverages,0.278,0.0007,0.283,1.016612782
7,Flavored milk and other sweetened milk-based beverages,0.279,0.0008,0.282,1.036028253
8,Flavored milk and other sweetened milk-based beverages,0.276,0.0008,0.282,1.016149188
9,Flavored milk and other sweetened milk-based beverages,0.284,0.0008,0.289,1.032369561
10,Flavored milk and other sweetened milk-based beverages,0.286,0.0007,0.29,1.023214693
11,Flavored milk and other sweetened milk-based beverages,0.287,0.0006,0.291,1.024576334
12,Flavored milk and other sweetened milk-based beverages,0.286,0.0007,0.291,1.02898455
1,Low-calorie beverages,0.12,0.0002,0.105,1.007388513
2,Low-calorie beverages,0.125,0.0002,0.109,1.01335688
3,Low-calorie beverages,0.125,0.0002,0.109,1.003270564
4,Low-calorie beverages,0.128,0.0002,0.11,1.005393768
5,Low-calorie beverages,0.124,0.0002,0.107,0.990584569
6,Low-calorie beverages,0.125,0.0002,0.106,0.992147064
7,Low-calorie beverages,0.128,0.0002,0.109,1.00806846
8,Low-calorie beverages,0.129,0.0002,0.11,1.009938176
9,Low-calorie beverages,0.132,0.0003,0.113,1.02109406
10,Low-calorie beverages,0.134,0.0003,0.114,1.02971069
11,Low-calorie beverages,0.131,0.0003,0.112,1.023269554
12,Low-calorie beverages,0.131,0.0003,0.112,1.024200713
1,Low-calorie beverages,0.124,0.0004,0.107,1.037844624
2,Low-calorie beverages,0.13,0.0004,0.111,1.045661781
3,Low-calorie beverages,0.131,0.0005,0.11,1.042458136
4,Low-calorie beverages,0.132,0.0005,0.111,1.037551456
5,Low-calorie beverages,0.129,0.0005,0.108,1.019496041
6,Low-calorie beverages,0.13,0.0005,0.109,1.023459402
7,Low-calorie beverages,0.13,0.0005,0.109,1.02805634
8,Low-calorie beverages,0.133,0.0004,0.112,1.039556124
9,Low-calorie beverages,0.136,0.0005,0.114,1.049669944
10,Low-calorie beverages,0.139,0.0005,0.117,1.066866751
11,Low-calorie beverages,0.133,0.0006,0.112,1.059163783
12,Low-calorie beverages,0.132,0.0006,0.112,1.060895473
1,Low-calorie beverages,0.116,0.0006,0.101,0.998084718
2,Low-calorie beverages,0.121,0.0006,0.104,1.005343238
3,Low-calorie beverages,0.121,0.0007,0.104,0.992140679
4,Low-calorie beverages,0.123,0.0007,0.105,0.994318268
5,Low-calorie beverages,0.116,0.0007,0.101,0.975419064
6,Low-calorie beverages,0.119,0.0007,0.101,0.982135249
7,Low-calorie beverages,0.124,0.0007,0.105,1.00020563
8,Low-calorie beverages,0.125,0.0007,0.106,1.000677405
9,Low-calorie beverages,0.129,0.0008,0.109,1.012667517
10,Low-calorie beverages,0.13,0.0008,0.11,1.023784353
11,Low-calorie beverages,0.126,0.0008,0.107,1.010540272
12,Low-calorie beverages,0.126,0.0007,0.106,1.008406204
1,Low-calorie beverages,0.117,0.0003,0.103,0.999978788
2,Low-calorie beverages,0.122,0.0003,0.107,1.00448224
3,Low-calorie beverages,0.123,0.0002,0.107,0.99406362
4,Low-calorie beverages,0.125,0.0003,0.107,0.995983088
5,Low-calorie beverages,0.123,0.0003,0.105,0.987069887
6,Low-calorie beverages,0.122,0.0003,0.104,0.985669565
7,Low-calorie beverages,0.126,0.0003,0.107,1.002013456
8,Low-calorie beverages,0.127,0.0003,0.108,1.002650291
9,Low-calorie beverages,0.127,0.0003,0.11,1.012665746
10,Low-calorie beverages,0.13,0.0003,0.111,1.021086959
11,Low-calorie beverages,0.129,0.0003,0.11,1.017133225
12,Low-calorie beverages,0.129,0.0003,0.11,1.019278044
1,Low-calorie beverages,0.129,0.0009,0.115,1.022497718
2,Low-calorie beverages,0.133,0.0007,0.118,1.026545879
3,Low-calorie beverages,0.133,0.0005,0.118,1.014843191
4,Low-calorie beverages,0.139,0.0005,0.12,1.02035007
5,Low-calorie beverages,0.134,0.0005,0.116,1.002861203
6,Low-calorie beverages,0.133,0.0005,0.115,0.999368293
7,Low-calorie beverages,0.138,0.0004,0.119,1.019113067
8,Low-calorie beverages,0.139,0.0004,0.12,1.020997083
9,Low-calorie beverages,0.145,0.0004,0.124,1.036696199
10,Low-calorie beverages,0.147,0.0005,0.126,1.040064756
11,Low-calorie beverages,0.145,0.0005,0.124,1.043083667
12,Low-calorie beverages,0.143,0.0008,0.123,1.042585702
1,Low-calorie beverages,0.122,0.0028,0.101,0.992823831
2,Low-calorie beverages,0.127,0.0031,0.105,1.000624514
3,Low-calorie beverages,0.127,0.0022,0.104,0.986236852
4,Low-calorie beverages,0.13,0.003,0.104,0.99842473
5,Low-calorie beverages,0.128,0.0027,0.102,0.986062395
6,Low-calorie beverages,0.126,0.0026,0.101,0.983131538
7,Low-calorie beverages,0.131,0.0027,0.105,1.007304853
8,Low-calorie beverages,0.132,0.0025,0.106,1.004035612
9,Low-calorie beverages,0.135,0.0031,0.108,1.019477961
10,Low-calorie beverages,0.138,0.003,0.11,1.034996607
11,Low-calorie beverages,0.134,0.0029,0.108,1.027534294
12,Low-calorie beverages,0.136,0.0026,0.107,1.028456007
1,Low-calorie beverages,0.116,0.001,0.101,1.002164
2,Low-calorie beverages,0.123,0.0011,0.104,1.021383139
3,Low-calorie beverages,0.123,0.0011,0.103,1.013191335
4,Low-calorie beverages,0.122,0.0011,0.103,0.996914349
5,Low-calorie beverages,0.119,0.0012,0.1,0.982044555
6,Low-calorie beverages,0.12,0.0011,0.101,0.995814166
7,Low-calorie beverages,0.121,0.0012,0.102,0.999094245
8,Low-calorie beverages,0.124,0.0011,0.104,1.005648314
9,Low-calorie beverages,0.129,0.0011,0.108,1.025768913
10,Low-calorie beverages,0.135,0.0011,0.111,1.045770789
11,Low-calorie beverages,0.125,0.0011,0.107,1.026346878
12,Low-calorie beverages,0.124,0.001,0.106,1.031103952
1,Low-calorie beverages,0.11,0.003,0.107,0.984959185
2,Low-calorie beverages,0.114,0.0027,0.11,0.996007003
3,Low-calorie beverages,0.112,0.0032,0.108,0.978334475
4,Low-calorie beverages,0.117,0.0026,0.11,0.992897631
5,Low-calorie beverages,0.108,0.0018,0.105,0.953216639
6,Low-calorie beverages,0.11,0.0026,0.105,0.956747494
7,Low-calorie beverages,0.117,0.0036,0.11,0.986582738
8,Low-calorie beverages,0.114,0.003,0.109,0.978619004
9,Low-calorie beverages,0.12,0.0038,0.113,1.003378937
10,Low-calorie beverages,0.122,0.0035,0.114,1.022984433
11,Low-calorie beverages,0.117,0.0025,0.108,1.000886861
12,Low-calorie beverages,0.116,0.0019,0.108,0.997928778
1,Low-calorie beverages,0.122,0.0008,0.107,1.010846792
2,Low-calorie beverages,0.126,0.0008,0.109,1.015700336
3,Low-calorie beverages,0.127,0.0007,0.109,1.005962439
4,Low-calorie beverages,0.13,0.0009,0.11,1.013093042
5,Low-calorie beverages,0.124,0.0007,0.107,0.987393591
6,Low-calorie beverages,0.123,0.0007,0.105,0.984713118
7,Low-calorie beverages,0.128,0.0007,0.109,1.006911668
8,Low-calorie beverages,0.131,0.0008,0.111,1.016085946
9,Low-calorie beverages,0.135,0.001,0.113,1.025460089
10,Low-calorie beverages,0.137,0.0011,0.115,1.036273037
11,Low-calorie beverages,0.134,0.0012,0.113,1.027779052
12,Low-calorie beverages,0.135,0.0018,0.111,1.020461902
1,Low-calorie beverages,0.127,0.0059,0.099,0.998099412
2,Low-calorie beverages,0.129,0.0061,0.103,0.998112006
3,Low-calorie beverages,0.134,0.0058,0.105,0.994316799
4,Low-calorie beverages,0.133,0.0066,0.103,0.991962052
5,Low-calorie beverages,0.133,0.0054,0.102,0.991036931
6,Low-calorie beverages,0.132,0.0044,0.1,0.990421543
7,Low-calorie beverages,0.134,0.0052,0.104,1.003971374
8,Low-calorie beverages,0.139,0.0049,0.106,1.014797318
9,Low-calorie beverages,0.14,0.0057,0.108,1.013599657
10,Low-calorie beverages,0.141,0.0062,0.108,1.024953399
11,Low-calorie beverages,0.14,0.0055,0.107,1.031578088
12,Low-calorie beverages,0.139,0.0067,0.105,1.022117468
1,Low-calorie beverages,0.127,0.0019,0.108,1.01799757
2,Low-calorie beverages,0.135,0.0021,0.111,1.025157718
3,Low-calorie beverages,0.134,0.0021,0.111,1.005740765
4,Low-calorie beverages,0.135,0.0021,0.111,1.009560396
5,Low-calorie beverages,0.131,0.0018,0.11,0.999349738
6,Low-calorie beverages,0.131,0.0022,0.106,0.997950071
7,Low-calorie beverages,0.134,0.0022,0.11,1.014156006
8,Low-calorie beverages,0.134,0.002,0.11,1.025683712
9,Low-calorie beverages,0.137,0.0019,0.112,1.032753531
10,Low-calorie beverages,0.141,0.0019,0.116,1.04346235
11,Low-calorie beverages,0.139,0.0025,0.113,1.028227437
12,Low-calorie beverages,0.142,0.0027,0.113,1.028939958
1,Low-calorie beverages,0.126,0.0047,0.118,1.025868948
2,Low-calorie beverages,0.129,0.0031,0.119,1.030203618
3,Low-calorie beverages,0.13,0.0021,0.118,1.013507402
4,Low-calorie beverages,0.142,0.0013,0.122,1.021167561
5,Low-calorie beverages,0.138,0.0015,0.119,1.012041091
6,Low-calorie beverages,0.136,0.0014,0.116,1.000152908
7,Low-calorie beverages,0.142,0.0012,0.121,1.028701584
8,Low-calorie beverages,0.143,0.0014,0.123,1.034303571
9,Low-calorie beverages,0.147,0.0015,0.126,1.04179883
10,Low-calorie beverages,0.153,0.0013,0.129,1.054258166
11,Low-calorie beverages,0.147,0.0023,0.126,1.062190598
12,Low-calorie beverages,0.142,0.0043,0.125,1.058748072
1,Low-calorie beverages,0.114,0.0008,0.109,1.017246889
2,Low-calorie beverages,0.118,0.0009,0.114,1.027035956
3,Low-calorie beverages,0.114,0.0009,0.11,1.000440457
4,Low-calorie beverages,0.121,0.0011,0.114,1.01375183
5,Low-calorie beverages,0.123,0.0012,0.11,1.005038547
6,Low-calorie beverages,0.122,0.0012,0.109,1.00363033
7,Low-calorie beverages,0.126,0.0012,0.111,1.021154227
8,Low-calorie beverages,0.124,0.0012,0.111,1.011356647
9,Low-calorie beverages,0.127,0.0014,0.113,1.032420072
10,Low-calorie beverages,0.128,0.0014,0.115,1.042963908
11,Low-calorie beverages,0.126,0.0014,0.114,1.040652482
12,Low-calorie beverages,0.127,0.0014,0.114,1.046974465
1,Low-calorie beverages,0.133,0.0016,0.114,1.098015837
2,Low-calorie beverages,0.138,0.0016,0.117,1.101535175
3,Low-calorie beverages,0.138,0.0017,0.117,1.101098788
4,Low-calorie beverages,0.14,0.0016,0.117,1.095406607
5,Low-calorie beverages,0.137,0.002,0.112,1.068177723
6,Low-calorie beverages,0.139,0.0017,0.115,1.07372037
7,Low-calorie beverages,0.138,0.0017,0.114,1.072065272
8,Low-calorie beverages,0.14,0.0015,0.117,1.083729589
9,Low-calorie beverages,0.141,0.0015,0.12,1.08980459
10,Low-calorie beverages,0.143,0.0016,0.122,1.112336752
11,Low-calorie beverages,0.134,0.0024,0.115,1.098242353
12,Low-calorie beverages,0.133,0.0023,0.115,1.100441961
1,Low-calorie beverages,0.129,0.0012,0.122,1.0624477
2,Low-calorie beverages,0.132,0.0014,0.125,1.05684247
3,Low-calorie beverages,0.132,0.0014,0.125,1.059397343
4,Low-calorie beverages,0.134,0.0015,0.127,1.058880264
5,Low-calorie beverages,0.129,0.0012,0.122,1.027287189
6,Low-calorie beverages,0.132,0.0014,0.125,1.034173895
7,Low-calorie beverages,0.13,0.0011,0.123,1.034998884
8,Low-calorie beverages,0.135,0.0014,0.128,1.053061221
9,Low-calorie beverages,0.137,0.0016,0.13,1.06098
10,Low-calorie beverages,0.139,0.0017,0.131,1.065798179
11,Low-calorie beverages,0.134,0.0016,0.127,1.066288073
12,Low-calorie beverages,0.134,0.0014,0.127,1.064291155
1,All other caloric beverages,0.137,0.0004,0.121,1.012366537
2,All other caloric beverages,0.141,0.0003,0.124,1.018943516
3,All other caloric beverages,0.141,0.0003,0.123,1.008907145
4,All other caloric beverages,0.143,0.0003,0.123,1.008211744
5,All other caloric beverages,0.139,0.0002,0.12,0.993656455
6,All other caloric beverages,0.139,0.0002,0.119,0.992892279
7,All other caloric beverages,0.14,0.0003,0.121,1.001211871
8,All other caloric beverages,0.142,0.0002,0.121,1.004806566
9,All other caloric beverages,0.144,0.0003,0.124,1.015586113
10,All other caloric beverages,0.148,0.0003,0.127,1.02716509
11,All other caloric beverages,0.146,0.0003,0.127,1.0281024
12,All other caloric beverages,0.146,0.0003,0.129,1.029779664
1,All other caloric beverages,0.143,0.0006,0.126,1.04212301
2,All other caloric beverages,0.147,0.0006,0.129,1.047905166
3,All other caloric beverages,0.147,0.0006,0.128,1.043793913
4,All other caloric beverages,0.149,0.0006,0.129,1.043443027
5,All other caloric beverages,0.146,0.0006,0.124,1.02568823
6,All other caloric beverages,0.147,0.0006,0.124,1.027930176
7,All other caloric beverages,0.145,0.0006,0.123,1.025711452
8,All other caloric beverages,0.15,0.0006,0.127,1.03522218
9,All other caloric beverages,0.152,0.0006,0.13,1.048920285
10,All other caloric beverages,0.157,0.0008,0.135,1.064592694
11,All other caloric beverages,0.151,0.0007,0.131,1.062056297
12,All other caloric beverages,0.151,0.0007,0.133,1.065336002
1,All other caloric beverages,0.134,0.0006,0.116,1.003663711
2,All other caloric beverages,0.138,0.0006,0.119,1.012363482
3,All other caloric beverages,0.139,0.0006,0.119,1.004085097
4,All other caloric beverages,0.139,0.0006,0.117,1.003281433
5,All other caloric beverages,0.133,0.0006,0.114,0.98478661
6,All other caloric beverages,0.134,0.0005,0.114,0.98939934
7,All other caloric beverages,0.137,0.0006,0.117,0.998762368
8,All other caloric beverages,0.138,0.0005,0.117,0.999696834
9,All other caloric beverages,0.143,0.0006,0.121,1.013559764
10,All other caloric beverages,0.146,0.0007,0.123,1.027353147
11,All other caloric beverages,0.141,0.0006,0.122,1.020494068
12,All other caloric beverages,0.142,0.0006,0.123,1.022319756
1,All other caloric beverages,0.133,0.0003,0.118,1.006045738
2,All other caloric beverages,0.137,0.0004,0.12,1.012655206
3,All other caloric beverages,0.137,0.0003,0.12,0.998028142
4,All other caloric beverages,0.139,0.0003,0.119,0.996592356
5,All other caloric beverages,0.136,0.0003,0.117,0.985276903
6,All other caloric beverages,0.134,0.0003,0.115,0.981388592
7,All other caloric beverages,0.136,0.0003,0.117,0.992814113
8,All other caloric beverages,0.137,0.0003,0.118,0.995118659
9,All other caloric beverages,0.138,0.0003,0.119,1.003081586
10,All other caloric beverages,0.142,0.0004,0.122,1.014949062
11,All other caloric beverages,0.142,0.0004,0.123,1.020554551
12,All other caloric beverages,0.141,0.0004,0.124,1.022621736
1,All other caloric beverages,0.145,0.0019,0.132,1.02126225
2,All other caloric beverages,0.148,0.0017,0.134,1.026461008
3,All other caloric beverages,0.149,0.0012,0.134,1.020681701
4,All other caloric beverages,0.153,0.001,0.134,1.019137167
5,All other caloric beverages,0.149,0.0009,0.129,1.004786768
6,All other caloric beverages,0.147,0.0009,0.128,1.000987381
7,All other caloric beverages,0.148,0.001,0.129,1.008836361
8,All other caloric beverages,0.15,0.001,0.13,1.011683763
9,All other caloric beverages,0.154,0.0011,0.134,1.024704422
10,All other caloric beverages,0.157,0.0011,0.139,1.034141868
11,All other caloric beverages,0.157,0.001,0.138,1.036332766
12,All other caloric beverages,0.158,0.0012,0.141,1.03520152
1,All other caloric beverages,0.142,0.0032,0.116,0.998655103
2,All other caloric beverages,0.147,0.0034,0.118,1.00573937
3,All other caloric beverages,0.146,0.003,0.117,0.988842943
4,All other caloric beverages,0.146,0.0033,0.115,0.99397202
5,All other caloric beverages,0.146,0.003,0.115,0.983631677
6,All other caloric beverages,0.143,0.003,0.113,0.978035963
7,All other caloric beverages,0.148,0.003,0.117,0.990993964
8,All other caloric beverages,0.148,0.0029,0.115,0.992159939
9,All other caloric beverages,0.151,0.0034,0.118,1.007073836
10,All other caloric beverages,0.157,0.0035,0.121,1.030656238
11,All other caloric beverages,0.156,0.0034,0.123,1.03440787
12,All other caloric beverages,0.155,0.0032,0.124,1.032818181
1,All other caloric beverages,0.146,0.0012,0.129,1.017650989
2,All other caloric beverages,0.149,0.0013,0.13,1.028191708
3,All other caloric beverages,0.152,0.0013,0.131,1.029213458
4,All other caloric beverages,0.152,0.0014,0.129,1.01667693
5,All other caloric beverages,0.147,0.0015,0.126,0.997377259
6,All other caloric beverages,0.147,0.0014,0.124,1.003669397
7,All other caloric beverages,0.146,0.0013,0.124,1.01001737
8,All other caloric beverages,0.15,0.0013,0.126,1.014984577
9,All other caloric beverages,0.154,0.0013,0.131,1.026811211
10,All other caloric beverages,0.163,0.0012,0.137,1.049609958
11,All other caloric beverages,0.154,0.0013,0.134,1.035198785
12,All other caloric beverages,0.154,0.0013,0.135,1.039498824
1,All other caloric beverages,0.124,0.0029,0.118,0.992114713
2,All other caloric beverages,0.126,0.0026,0.119,1.000633884
3,All other caloric beverages,0.126,0.0023,0.116,0.989238714
4,All other caloric beverages,0.128,0.0025,0.118,0.996958555
5,All other caloric beverages,0.119,0.0013,0.113,0.957101555
6,All other caloric beverages,0.121,0.0018,0.112,0.962721981
7,All other caloric beverages,0.126,0.0026,0.115,0.982108431
8,All other caloric beverages,0.125,0.002,0.115,0.979741503
